"Step","lemon-spaceship-25 - train_loss","lemon-spaceship-25 - train_loss__MIN","lemon-spaceship-25 - train_loss__MAX","deep-hill-24 - train_loss","deep-hill-24 - train_loss__MIN","deep-hill-24 - train_loss__MAX","vague-gorge-23 - train_loss","vague-gorge-23 - train_loss__MIN","vague-gorge-23 - train_loss__MAX","fine-serenity-22 - train_loss","fine-serenity-22 - train_loss__MIN","fine-serenity-22 - train_loss__MAX","dark-sea-21 - train_loss","dark-sea-21 - train_loss__MIN","dark-sea-21 - train_loss__MAX","iconic-breeze-20 - train_loss","iconic-breeze-20 - train_loss__MIN","iconic-breeze-20 - train_loss__MAX","clear-microwave-19 - train_loss","clear-microwave-19 - train_loss__MIN","clear-microwave-19 - train_loss__MAX"
"10","0.22021206669807433","0.22021206669807433","0.22021206669807433","0.2133895927429199","0.2133895927429199","0.2133895927429199","0.2540447012424469","0.2540447012424469","0.2540447012424469","0.18103226337432862","0.18103226337432862","0.18103226337432862","0.21474034497737884","0.21474034497737884","0.21474034497737884","0.2121649804353714","0.2121649804353714","0.2121649804353714","","",""
"11","0.21312855257987975","0.21312855257987975","0.21312855257987975","0.20698532166481018","0.20698532166481018","0.20698532166481018","0.24576508677005768","0.24576508677005768","0.24576508677005768","0.18349138677120208","0.18349138677120208","0.18349138677120208","0.19843252234458925","0.19843252234458925","0.19843252234458925","0.20712179479599","0.20712179479599","0.20712179479599","","",""
"12","0.20429608068466187","0.20429608068466187","0.20429608068466187","0.19246270666122436","0.19246270666122436","0.19246270666122436","0.24049239311218262","0.24049239311218262","0.24049239311218262","0.17293098397254944","0.17293098397254944","0.17293098397254944","0.19632681200504304","0.19632681200504304","0.19632681200504304","0.21955161349773408","0.21955161349773408","0.21955161349773408","","",""
"13","0.1960022289276123","0.1960022289276123","0.1960022289276123","0.18640259909629822","0.18640259909629822","0.18640259909629822","0.23419567756652832","0.23419567756652832","0.23419567756652832","0.16791060123443605","0.16791060123443605","0.16791060123443605","0.19932139656543732","0.19932139656543732","0.19932139656543732","0.19091287884712219","0.19091287884712219","0.19091287884712219","","",""
"14","0.1843071704864502","0.1843071704864502","0.1843071704864502","0.1975427451133728","0.1975427451133728","0.1975427451133728","0.24384627079963683","0.24384627079963683","0.24384627079963683","0.15704045305252076","0.15704045305252076","0.15704045305252076","0.18990166854858398","0.18990166854858398","0.18990166854858398","0.18284478030204773","0.18284478030204773","0.18284478030204773","","",""
"15","0.18023864498138428","0.18023864498138428","0.18023864498138428","0.18104000389575958","0.18104000389575958","0.18104000389575958","0.23009815635681152","0.23009815635681152","0.23009815635681152","0.16018777265548706","0.16018777265548706","0.16018777265548706","0.1893771467924118","0.1893771467924118","0.1893771467924118","0.1792124198436737","0.1792124198436737","0.1792124198436737","","",""
"16","0.17965914053916932","0.17965914053916932","0.17965914053916932","0.1823002116203308","0.1823002116203308","0.1823002116203308","0.21766671509742735","0.21766671509742735","0.21766671509742735","0.15466868431568145","0.15466868431568145","0.15466868431568145","0.1906473123550415","0.1906473123550415","0.1906473123550415","0.17655861020088195","0.17655861020088195","0.17655861020088195","","",""
"17","0.17707982788085938","0.17707982788085938","0.17707982788085938","0.17906159768104554","0.17906159768104554","0.17906159768104554","0.2504895393848419","0.2504895393848419","0.2504895393848419","0.15328440351486206","0.15328440351486206","0.15328440351486206","0.17386836500167846","0.17386836500167846","0.17386836500167846","0.18248080971240999","0.18248080971240999","0.18248080971240999","","",""
"18","0.17144304189682008","0.17144304189682008","0.17144304189682008","0.18640195038318633","0.18640195038318633","0.18640195038318633","0.2345179920434952","0.2345179920434952","0.2345179920434952","0.1546215841293335","0.1546215841293335","0.1546215841293335","0.17395970096588134","0.17395970096588134","0.17395970096588134","0.17907096025943756","0.17907096025943756","0.17907096025943756","","",""
"19","0.17637121210098267","0.17637121210098267","0.17637121210098267","0.18428521101474762","0.18428521101474762","0.18428521101474762","0.23076925039291382","0.23076925039291382","0.23076925039291382","0.14514251379966736","0.14514251379966736","0.14514251379966736","0.1835639150619507","0.1835639150619507","0.1835639150619507","0.17388555011749268","0.17388555011749268","0.17388555011749268","","",""
"20","0.1650026118516922","0.1650026118516922","0.1650026118516922","0.18496135149002074","0.18496135149002074","0.18496135149002074","0.24168647117614747","0.24168647117614747","0.24168647117614747","0.13786411709785462","0.13786411709785462","0.13786411709785462","0.17432935016155243","0.17432935016155243","0.17432935016155243","0.17050398979187012","0.17050398979187012","0.17050398979187012","","",""
"21","0.17271772119998932","0.17271772119998932","0.17271772119998932","0.1655967881202698","0.1655967881202698","0.1655967881202698","0.2554579160690308","0.2554579160690308","0.2554579160690308","0.1394650526046753","0.1394650526046753","0.1394650526046753","0.17380177779197692","0.17380177779197692","0.17380177779197692","0.1723829748392105","0.1723829748392105","0.1723829748392105","","",""
"22","0.16834000134468077","0.16834000134468077","0.16834000134468077","0.16931023473739623","0.16931023473739623","0.16931023473739623","0.24212660746574402","0.24212660746574402","0.24212660746574402","0.13472901544570923","0.13472901544570923","0.13472901544570923","0.1617578629255295","0.1617578629255295","0.1617578629255295","0.16614588665962218","0.16614588665962218","0.16614588665962218","","",""
"23","0.1739904923439026","0.1739904923439026","0.1739904923439026","0.16823657739162445","0.16823657739162445","0.16823657739162445","0.2733810657978058","0.2733810657978058","0.2733810657978058","0.132353399515152","0.132353399515152","0.132353399515152","0.16059823384284974","0.16059823384284974","0.16059823384284974","0.16387584969997407","0.16387584969997407","0.16387584969997407","","",""
"24","0.17530693233013153","0.17530693233013153","0.17530693233013153","0.1623030992269516","0.1623030992269516","0.1623030992269516","0.22779920268058776","0.22779920268058776","0.22779920268058776","0.13493136672973632","0.13493136672973632","0.13493136672973632","0.16189068360328673","0.16189068360328673","0.16189068360328673","0.1540021071910858","0.1540021071910858","0.1540021071910858","","",""
"25","0.11656535079479217","0.11656535079479217","0.11656535079479217","0.15915935046672822","0.15915935046672822","0.15915935046672822","0.22725701098442078","0.22725701098442078","0.22725701098442078","0.12647716398239137","0.12647716398239137","0.12647716398239137","0.15493746862411498","0.15493746862411498","0.15493746862411498","0.15806707894802094","0.15806707894802094","0.15806707894802094","","",""
"26","0.11079352910518646","0.11079352910518646","0.11079352910518646","0.15134419240951538","0.15134419240951538","0.15134419240951538","0.2512010365009308","0.2512010365009308","0.2512010365009308","0.127651788687706","0.127651788687706","0.127651788687706","0.1504094398021698","0.1504094398021698","0.1504094398021698","0.15352427723407747","0.15352427723407747","0.15352427723407747","","",""
"27","0.10063698420524597","0.10063698420524597","0.10063698420524597","0.16745971479415894","0.16745971479415894","0.16745971479415894","0.24261792635917664","0.24261792635917664","0.24261792635917664","0.12035750770568848","0.12035750770568848","0.12035750770568848","0.15870103302001953","0.15870103302001953","0.15870103302001953","0.14905080845355986","0.14905080845355986","0.14905080845355986","","",""
"28","0.09942874045372009","0.09942874045372009","0.09942874045372009","0.1549473717689514","0.1549473717689514","0.1549473717689514","0.2404074999809265","0.2404074999809265","0.2404074999809265","0.12897761368751526","0.12897761368751526","0.12897761368751526","0.15159101560115815","0.15159101560115815","0.15159101560115815","0.15460346240997314","0.15460346240997314","0.15460346240997314","","",""
"29","0.09619728291034699","0.09619728291034699","0.09619728291034699","0.15219827373027803","0.15219827373027803","0.15219827373027803","0.23992810277938842","0.23992810277938842","0.23992810277938842","0.12894242997169494","0.12894242997169494","0.12894242997169494","0.1110681881904602","0.1110681881904602","0.1110681881904602","0.1477750923395157","0.1477750923395157","0.1477750923395157","","",""
"30","0.09182761142253876","0.09182761142253876","0.09182761142253876","0.14930569820404052","0.14930569820404052","0.14930569820404052","0.17608670225143433","0.17608670225143433","0.17608670225143433","0.12634206755161284","0.12634206755161284","0.12634206755161284","0.09692481718063355","0.09692481718063355","0.09692481718063355","0.14741418449878693","0.14741418449878693","0.14741418449878693","","",""
"31","0.09709014382362366","0.09709014382362366","0.09709014382362366","0.14746821670532226","0.14746821670532226","0.14746821670532226","0.16264375977516174","0.16264375977516174","0.16264375977516174","0.11901981737613677","0.11901981737613677","0.11901981737613677","0.10074319779872894","0.10074319779872894","0.10074319779872894","0.1445817123889923","0.1445817123889923","0.1445817123889923","","",""
"32","0.09501907246112823","0.09501907246112823","0.09501907246112823","0.1465236717939377","0.1465236717939377","0.1465236717939377","0.1493468440055847","0.1493468440055847","0.1493468440055847","0.12190002083778381","0.12190002083778381","0.12190002083778381","0.08941085698604584","0.08941085698604584","0.08941085698604584","0.14013448119163513","0.14013448119163513","0.14013448119163513","","",""
"33","0.0923302994966507","0.0923302994966507","0.0923302994966507","0.14669216117858885","0.14669216117858885","0.14669216117858885","0.1438493582725525","0.1438493582725525","0.1438493582725525","0.11478591651916503","0.11478591651916503","0.11478591651916503","0.09559753003120422","0.09559753003120422","0.09559753003120422","0.1499950446844101","0.1499950446844101","0.1499950446844101","","",""
"34","0.08791612002849579","0.08791612002849579","0.08791612002849579","0.14735807747840882","0.14735807747840882","0.14735807747840882","0.13539509830474852","0.13539509830474852","0.13539509830474852","0.11572021749019623","0.11572021749019623","0.11572021749019623","0.09515784451961518","0.09515784451961518","0.09515784451961518","0.13868509395122527","0.13868509395122527","0.13868509395122527","","",""
"35","0.09187306611537933","0.09187306611537933","0.09187306611537933","0.1496158254623413","0.1496158254623413","0.1496158254623413","0.14205252985954284","0.14205252985954284","0.14205252985954284","0.11538730733394623","0.11538730733394623","0.11538730733394623","0.0954586938381195","0.0954586938381195","0.0954586938381195","0.1273149322271347","0.1273149322271347","0.1273149322271347","","",""
"36","0.09111235854625702","0.09111235854625702","0.09111235854625702","0.14044654145240784","0.14044654145240784","0.14044654145240784","0.1397071801185608","0.1397071801185608","0.1397071801185608","0.10880347678661346","0.10880347678661346","0.10880347678661346","0.08722980883121491","0.08722980883121491","0.08722980883121491","0.13413351464271545","0.13413351464271545","0.13413351464271545","","",""
"37","0.09859187293052674","0.09859187293052674","0.09859187293052674","0.14071727855205535","0.14071727855205535","0.14071727855205535","0.14843590178489685","0.14843590178489685","0.14843590178489685","0.10876922161579132","0.10876922161579132","0.10876922161579132","0.08793615078926087","0.08793615078926087","0.08793615078926087","0.13743673057556152","0.13743673057556152","0.13743673057556152","","",""
"38","0.09232259318828583","0.09232259318828583","0.09232259318828583","0.13869082396030427","0.13869082396030427","0.13869082396030427","0.14524008531570434","0.14524008531570434","0.14524008531570434","0.11084994146823883","0.11084994146823883","0.11084994146823883","0.08690148379802703","0.08690148379802703","0.08690148379802703","0.12690521223545073","0.12690521223545073","0.12690521223545073","","",""
"39","0.08619792599678039","0.08619792599678039","0.08619792599678039","0.14221794521808626","0.14221794521808626","0.14221794521808626","0.14413158707618715","0.14413158707618715","0.14413158707618715","0.1028139404296875","0.1028139404296875","0.1028139404296875","0.08357377753257751","0.08357377753257751","0.08357377753257751","0.12925036482810975","0.12925036482810975","0.12925036482810975","","",""
"40","0.08974658679962158","0.08974658679962158","0.08974658679962158","0.1361840264558792","0.1361840264558792","0.1361840264558792","0.13832754817008971","0.13832754817008971","0.13832754817008971","0.1039101256608963","0.1039101256608963","0.1039101256608963","0.0861083288192749","0.0861083288192749","0.0861083288192749","0.1356958774089813","0.1356958774089813","0.1356958774089813","","",""
"41","0.08372243478298187","0.08372243478298187","0.08372243478298187","0.14031505043506623","0.14031505043506623","0.14031505043506623","0.15194361052513122","0.15194361052513122","0.15194361052513122","0.10713820724487305","0.10713820724487305","0.10713820724487305","0.08446017684936523","0.08446017684936523","0.08446017684936523","0.12561661069393157","0.12561661069393157","0.12561661069393157","","",""
"42","0.08473344886302948","0.08473344886302948","0.08473344886302948","0.14535379581451416","0.14535379581451416","0.14535379581451416","0.14778628737926483","0.14778628737926483","0.14778628737926483","0.10789790558815003","0.10789790558815003","0.10789790558815003","0.07950206677913665","0.07950206677913665","0.07950206677913665","0.12756982605457307","0.12756982605457307","0.12756982605457307","","",""
"43","0.06510316021442414","0.06510316021442414","0.06510316021442414","0.12976387209892273","0.12976387209892273","0.12976387209892273","0.15148416585922242","0.15148416585922242","0.15148416585922242","0.10138921041488648","0.10138921041488648","0.10138921041488648","0.0843129781484604","0.0843129781484604","0.0843129781484604","0.12810383470058442","0.12810383470058442","0.12810383470058442","","",""
"44","0.05361418786048889","0.05361418786048889","0.05361418786048889","0.13041329958438874","0.13041329958438874","0.13041329958438874","0.13578302958011626","0.13578302958011626","0.13578302958011626","0.10191519048213958","0.10191519048213958","0.10191519048213958","0.06382440874576568","0.06382440874576568","0.06382440874576568","0.12421973333358764","0.12421973333358764","0.12421973333358764","","",""
"45","0.05016737093925476","0.05016737093925476","0.05016737093925476","0.13828311030864715","0.13828311030864715","0.13828311030864715","0.14318056950569152","0.14318056950569152","0.14318056950569152","0.1101567390203476","0.1101567390203476","0.1101567390203476","0.05369339644908905","0.05369339644908905","0.05369339644908905","0.12158175573348999","0.12158175573348999","0.12158175573348999","","",""
"46","0.049368978548049926","0.049368978548049926","0.049368978548049926","0.12231508827209472","0.12231508827209472","0.12231508827209472","0.13449997544288636","0.13449997544288636","0.13449997544288636","0.10621757986545563","0.10621757986545563","0.10621757986545563","0.05071385176181793","0.05071385176181793","0.05071385176181793","0.11960332591533661","0.11960332591533661","0.11960332591533661","","",""
"47","0.048674062108993534","0.048674062108993534","0.048674062108993534","0.1246513453245163","0.1246513453245163","0.1246513453245163","0.14554336671829224","0.14554336671829224","0.14554336671829224","0.09506680846214294","0.09506680846214294","0.09506680846214294","0.04948790237903595","0.04948790237903595","0.04948790237903595","0.12093127632141114","0.12093127632141114","0.12093127632141114","","",""
"48","0.04718733289241791","0.04718733289241791","0.04718733289241791","0.12990298252105714","0.12990298252105714","0.12990298252105714","0.15338146114349366","0.15338146114349366","0.15338146114349366","0.10026341383457184","0.10026341383457184","0.10026341383457184","0.0484030779838562","0.0484030779838562","0.0484030779838562","0.11717655506134034","0.11717655506134034","0.11717655506134034","","",""
"49","0.048563346481323245","0.048563346481323245","0.048563346481323245","0.12396052870750428","0.12396052870750428","0.12396052870750428","0.14007795147895813","0.14007795147895813","0.14007795147895813","0.09606066515445709","0.09606066515445709","0.09606066515445709","0.04794740562438965","0.04794740562438965","0.04794740562438965","0.11578379807472229","0.11578379807472229","0.11578379807472229","","",""
