"Step","fanciful-brook-6 - train_loss","fanciful-brook-6 - train_loss__MIN","fanciful-brook-6 - train_loss__MAX","chocolate-cloud-5 - train_loss","chocolate-cloud-5 - train_loss__MIN","chocolate-cloud-5 - train_loss__MAX","upbeat-frog-4 - train_loss","upbeat-frog-4 - train_loss__MIN","upbeat-frog-4 - train_loss__MAX","pleasant-durian-3 - train_loss","pleasant-durian-3 - train_loss__MIN","pleasant-durian-3 - train_loss__MAX","treasured-fire-2 - train_loss","treasured-fire-2 - train_loss__MIN","treasured-fire-2 - train_loss__MAX"
"37","0.6031173450050392","0.6031173450050392","0.6031173450050392","0.19964544615399843","0.19964544615399843","0.19964544615399843","0.6166313396702572","0.6166313396702572","0.6166313396702572","0.5940316201331537","0.5940316201331537","0.5940316201331537","0.6043807117980727","0.6043807117980727","0.6043807117980727"
"38","0.6022541307850842","0.6022541307850842","0.6022541307850842","0.1979664487468534","0.1979664487468534","0.1979664487468534","0.6157693718766835","0.6157693718766835","0.6157693718766835","0.5911382630605231","0.5911382630605231","0.5911382630605231","0.6046237196250218","0.6046237196250218","0.6046237196250218"
"39","0.6014450914969295","0.6014450914969295","0.6014450914969295","0.19793742771206269","0.19793742771206269","0.19793742771206269","0.6146338198524471","0.6146338198524471","0.6146338198524471","0.592905686671222","0.592905686671222","0.592905686671222","0.6034269656262466","0.6034269656262466","0.6034269656262466"
"40","0.6008273126298496","0.6008273126298496","0.6008273126298496","0.1971054496312646","0.1971054496312646","0.1971054496312646","0.613708032254532","0.613708032254532","0.613708032254532","0.5909113574171981","0.5909113574171981","0.5909113574171981","0.6035489267159573","0.6035489267159573","0.6035489267159573"
"41","0.6000306663924672","0.6000306663924672","0.6000306663924672","0.19526369598975543","0.19526369598975543","0.19526369598975543","0.613526596458445","0.613526596458445","0.613526596458445","0.5921598488216798","0.5921598488216798","0.5921598488216798","0.6033935967519871","0.6033935967519871","0.6033935967519871"
"42","0.600343502274914","0.600343502274914","0.600343502274914","0.19340400540718453","0.19340400540718453","0.19340400540718453","0.6131268833232638","0.6131268833232638","0.6131268833232638","0.5937513971259486","0.5937513971259486","0.5937513971259486","0.6034033653168087","0.6034033653168087","0.6034033653168087"
"43","0.6003149911085874","0.6003149911085874","0.6003149911085874","0.19401799738384357","0.19401799738384357","0.19401799738384357","0.6115215919546821","0.6115215919546821","0.6115215919546821","0.5915892987744046","0.5915892987744046","0.5915892987744046","0.6018831384188355","0.6018831384188355","0.6018831384188355"
"44","0.6000220662800533","0.6000220662800533","0.6000220662800533","0.19258812415115076","0.19258812415115076","0.19258812415115076","0.6125478378623703","0.6125478378623703","0.6125478378623703","0.5904686869735211","0.5904686869735211","0.5904686869735211","0.6028181741400377","0.6028181741400377","0.6028181741400377"
"45","0.6003083025043294","0.6003083025043294","0.6003083025043294","0.19217597105438752","0.19217597105438752","0.19217597105438752","0.6114091959912997","0.6114091959912997","0.6114091959912997","0.5902025329130902","0.5902025329130902","0.5902025329130902","0.603060456619964","0.603060456619964","0.603060456619964"
"46","0.60058245200188","0.60058245200188","0.60058245200188","0.1911000572723013","0.1911000572723013","0.1911000572723013","0.6114333255829673","0.6114333255829673","0.6114333255829673","0.5896506206819627","0.5896506206819627","0.5896506206819627","0.6029758907727562","0.6029758907727562","0.6029758907727562"
"47","0.6012878387899908","0.6012878387899908","0.6012878387899908","0.19074526639202632","0.19074526639202632","0.19074526639202632","0.6127370820400466","0.6127370820400466","0.6127370820400466","0.5914641995682571","0.5914641995682571","0.5914641995682571","0.6033792682746623","0.6033792682746623","0.6033792682746623"
"48","0.6016184071430981","0.6016184071430981","0.6016184071430981","0.18936751474802405","0.18936751474802405","0.18936751474802405","0.6116347054335208","0.6116347054335208","0.6116347054335208","0.5922268766342915","0.5922268766342915","0.5922268766342915","0.6022072255060158","0.6022072255060158","0.6022072255060158"
"49","0.5987883814930378","0.5987883814930378","0.5987883814930378","0.18911273370986045","0.18911273370986045","0.18911273370986045","0.6105715210244788","0.6105715210244788","0.6105715210244788","0.5891228965924601","0.5891228965924601","0.5891228965924601","0.6019849246779977","0.6019849246779977","0.6019849246779977"
